rep pre	dem pre	rep pre sent	dem pre sent	diff pre sent	rep suff	dem suff	rep suff sent	dem suff sent	diff suff sent	change in diff
“the goal was, of course, to lose by less,” said kirk, whose organization focuses on getting young people engaged in conservative politics	“the goal was, of course, to lose by less,” said kirk, whose organization focuses on getting young people engaged in liberal politics	0.8481305837631226	0.9140263199806212	-0.0658957362174987	 and who is always on the lookout for new opportunities. this usually succeeds. the main reason for	, to help their own members get in touch with the rest of the country and help people get their	0.9996486902236938	0.9994210004806519	0.0002276897430419922	-0.06612342596054069
trump's election victory this week sets the stage for a swift crackdown on undocumented individuals after the republican ran on	trump's election victory this week sets the stage for a swift crackdown on undocumented individuals after the democrat ran on	0.989535927772522	0.9884626269340516	0.0010733008384704	 the national mall for years. with enough time to prepare all the right side's representatives a new party	" campaign to create a political vacuum, for the government, in a few short years. 
 a few"	-0.9210598468780518	-0.9982321858406067	0.07717233896255493	-0.07609903812408453
during his first term, trump appointed barker as a judge in tyler, texas, which lies in the 5th us circuit court of appeals, a favored venue for advocates pushing conservative arguments	during his first term, trump appointed barker as a judge in tyler, texas, which lies in the 5th us circuit court of appeals, a favored venue for advocates pushing liberal arguments	0.9835098385810852	0.9830940961837769	0.0004157423973083	. the senate seat is in a separate part of the convention ; its location is hidden from the public	" against homosexuality. 
 "" we don't like homosexuality, in fact, "" barker was saying"	-0.9850585460662842	-0.9882530570030212	0.0031945109367370605	-0.0027787685394287604
barker had placed the immigration initiative on hold after texas and 15 other states, led by their republican attorneys general, filed a legal	barker had placed the immigration initiative on hold after texas and 15 other states, led by their democrat attorneys general, filed a legal	-0.9938401579856871	-0.993395984172821	-0.0004441738128662	 motion. the supreme court took it very seriously and voted to take his request in the matter. if	 death warrant for the united states of america, then went with it to take the first step in recla	0.9944894313812256	-0.8302385210990906	1.8247279524803162	-1.8251721262931824
” republicans argued the initiative	” democrats argued the initiative	-0.95004141330719	-0.9507511854171752	0.0007097721099853	 did not constitute a democracy. it was only a way of making a difference and showing an increasing willingness	, but on the surface, they were only arguing it, a bit of debate ; you can be	-0.9820883870124817	-0.9946405291557312	0.012552142143249512	-0.011842370033264212
opposition to transgender rights was a focal point of trump’s campaign: republican ads attacking political opponents over	opposition to transgender rights was a focal point of trump’s campaign: democrat ads attacking political opponents over	-0.5873987674713135	-0.7383067011833191	0.1509079337120056	 foreign policy and other actionnet interests. the president had once made clear that the white house was	" democratic rights to minority persons who were at all the same stages in life. 
 yet all the opposition"	0.6072503924369812	0.8800789713859558	-0.2728285789489746	0.4237365126609802
across the country, particularly in conservative areas, lgbtq+ youth are discussing	across the country, particularly in liberal areas, lgbtq+ youth are discussing	0.9917337894439696	0.994124472141266	-0.0023906826972961	" it for another three years from now. 
 lgbtq 
 it is the language of"	 a number of types of religion. and that's not all. there are many aspects of life,	-0.9469283223152161	0.977753758430481	-1.924682080745697	1.9222913980484009
republican rep michael mccaul,	democrat rep michael mccaul,	0.9640668630599976	0.9284669756889344	0.0355998873710632	 who had won a 1977 nobel peace prize and then returned home with the rest of his high	 who was president of the united states of america, was also an important addition to the washington post.	0.9962843656539917	0.9989362359046936	-0.0026518702507019043	0.0382517576217651
(ap) — mississippi republican gov tate reeves said wednesday	(ap) — mississippi democrat gov tate reeves said wednesday	-0.7424074411392212	-0.7009851932525635	-0.0414222478866577	" : "" my husband's an idiot, and so it is in the eyes of the god, who"	" was not a real party but it was certainly the local party of the day. 
 "" the demo"	-0.9966387748718262	0.9964560866355896	-1.9930948615074158	1.951672613620758
trump said tuesday that he had chosen elon musk and former republican presidential candidate vivek ramaswamy	trump said tuesday that he had chosen elon musk and former democrat presidential candidate vivek ramaswamy	0.7490067481994629	0.7050179243087769	0.043988823890686	". his political background made him a good candidate. "" 
 the prosecutor frowned. "" that's impossible"	 because ramaswame and the majority republican had both been a political duo for years, so it	-0.9918596148490906	-0.9360546469688416	-0.05580496788024902	0.09979379177093503
republicans control the mississippi legislature	democrats control the mississippi legislature	0.9380094408988952	0.9506655335426332	-0.0126560926437377	 and the legislature controls the state, and they control the voters of every state, and they control every	 in the past year, but as we understand it, his administration will still be able to keep them	0.9915905594825745	0.9994661211967468	-0.007875561714172363	-0.004780530929565336
in july, republican gov sarah huckabee sanders	in july, democrat gov sarah huckabee sanders	0.9303953051567078	0.9557597637176514	-0.0253644585609436	 and her husband roger had attended a family dinner in the president's house. in fact, it had	" was going to come around. "" 
 "" i'm surprised she didn't get married already, """	0.9891363382339478	0.9945616126060486	-0.00542527437210083	-0.01993918418884277
the law was passed by the republican-dominated legislature this year	the law was passed by the democrat-dominated legislature this year	0.8978618383407593	0.9082812070846558	-0.0104193687438964	". 
 all eyes were on her as she sat next to her husband. it was not a nice"	". 
 one hundred years earlier, the american empire had been decimated by the chinese. then over the"	-0.9983398914337158	-0.9729244112968445	-0.025415480136871338	0.014996111392974939
gaetz has categorically denied all the allegations, which he has blamed on former house speaker kevin mccarthy, a longtime nemesis, though the probe began before mccarthy and republicans took the majority in	gaetz has categorically denied all the allegations, which he has blamed on former house speaker kevin mccarthy, a longtime nemesis, though the probe began before mccarthy and democrats took the majority in	-0.8197880983352661	-0.8298466801643372	0.010058581829071	" the war or the world. 
'all evidence to the contrary'
'no comment is required"	" the polls. 
 the second reason for mccarthy's anger is the apparent dismissal of most of his"	-0.9943435192108154	-0.9996649026870728	0.005321383476257324	0.004737198352813676
he shared a photo of himself and other congressional republicans standing behind trump	he shared a photo of himself and other congressional democrats standing behind trump	0.7765840888023376	0.8065834045410156	-0.0299993157386779	 towers, with his arms around a bunch of other men and women in washington and the usa. i	 tower. a white - haired, white - haired, bald man in the white - collar uniform leaned	0.9996336698532104	-0.9435955882072449	1.9432292580604553	-1.9732285737991333
he has roiled other republicans gaetz has been	he has roiled other democrats gaetz has been	-0.9752783179283142	-0.9825061559677124	0.0072278380393981	 on the bench a long time, and he was the first one elected to the bench. he's	 a bully that no other democrat had a chance of winning because of his hatred for all republicans	0.9810266494750977	-0.9979700446128845	1.9789966940879822	-1.971768856048584
in early 2023, gaetz was among a group of hard-right conservatives to oppose mccarthy’s bid	in early 2023, gaetz was among a group of hard-right liberals to oppose mccarthy’s bid	0.8740344643592834	0.8693702816963196	0.0046641826629638	. some of the group did not have any real proof of this, but their ideas were strong and	. but their leader wanted mccarthy to be brought back to the states because gaetz had a reason for	0.9997192025184631	-0.9976031184196472	1.9973223209381104	-1.9926581382751465
gaetz’ house resignation triggers a special election for his house seat — florida’s 1st congressional district — which has been in republican control for nearly	gaetz’ house resignation triggers a special election for his house seat — florida’s 1st congressional district — which has been in democrat control for nearly	-0.986860692501068	-0.9883614182472228	0.0015007257461547	" 3 years. 
 the u.s. senate will be appointed to replace its majority in 1960 as the new incu"	 30 years, at which time two things happen - ( i.e. one is put in the senate and two	0.9781176447868347	-0.956302285194397	1.9344199299812317	-1.932919204235077
he may have a tough road to confirmation most republicans dodged direct answers about	he may have a tough road to confirmation most democrats dodged direct answers about	-0.9975358247756958	-0.9971944093704224	-0.0003414154052734	 the great majority of the majority of people. if the truth about the whole thing was to be believed	 their issues with his or her constituents, but to get to the true message, he had to	-0.9778456091880798	-0.9986199140548706	0.02077430486679077	-0.02111572027206417
” sen susan collins of maine, one of trump’s few republican critics in	” sen susan collins of maine, one of trump’s few democrat critics in	0.9865418672561646	0.9896991848945618	-0.0031573176383972	 the world who spoke up on political matters. not surprisingly, susan made a good reference to the great	 the state. but i could also see that her name had no relevance to any of this. a	0.9976733326911926	-0.9997909665107727	1.9974642992019653	-2.0006216168403625
north carolina sen thom tillis, a republican member of the senate	north carolina sen thom tillis, a democrat member of the senate	0.9849646687507628	0.9799329042434692	0.0050317645072937	". he will have an answer soon. "" 
 "" and this is why you have been looking for"	 staff, a professor of local history, a former political contributor to the new president of the united	0.9458233118057251	0.9940296411514282	-0.048206329345703125	0.053238093852996826
republicans held a 102-78 lead when	democrats held a 102-78 lead when	0.9617168307304382	0.9787477254867554	-0.0170308947563171	 it was taken by the u.s. army army, which hadn't even completed its second sweep when it was	 the united states lost the battle at washington. in 1921, the united states lost, 2 -	-0.9993190765380859	-0.9889149069786072	-0.01040416955947876	-0.006626725196838341
gop incumbents mesha mainor and ken vance lost to democratic opponents, but	gop incumbents mesha mainor and ken vance lost to democratic opponents, but	-0.9534133076667786	-0.9534133076667786	0.0	 they made it as far as the white house. in the early 200s a member of the new	 the third generation of eu government was doomed to repeat its failure twice. the last few years seemed	0.9946545362472534	-0.9995459914207458	1.9942005276679993	-1.9942005276679993
the partisan balance in the state senate remained at 33 republicans and 23 democrats,	the partisan balance in the state senate remained at 33 democrats and 23 democrats,	-0.9807121753692628	-0.982437789440155	0.0017256140708923	 the largest power structure of the soviet confederation. although few of the political parties in the soviet union	 and the house's office of attorney in the state senate was the largest in the state. the office	0.9974218606948853	0.9985602498054504	-0.0011383891105651855	0.0028640031814574857
but the minority party hoped to show progress toward a majority after republicans held the line in	but the minority party hoped to show progress toward a majority after democrats held the line in	-0.8921342492103577	-0.8867181539535522	-0.0054160952568054	 vietnam to the day. as many of president nixon's speeches and speeches as there were, they had	" the second election. 
 the majority of the party's citizens believed that the group's cause could be"	-0.9073241949081421	-0.5115205645561218	-0.39580363035202026	0.39038753509521484
republicans touted their	democrats touted their	-0.9625154733657836	-0.9689921736717224	0.0064767003059387	 beliefs and beliefs as absolute. so, as i've read in books and papers every day, they	 power, not necessarily because it had authority. in fact, many of the candidates wanted their houses to	0.9611490368843079	0.9866045117378235	-0.025455474853515625	0.031932175159454325
“we will continue working hard, expanding the tent of the republican party and addressing kitchen table	“we will continue working hard, expanding the tent of the democrat party and addressing kitchen table	0.9987009763717652	0.9984893798828124	0.0002115964889526	" issues. we are not going anywhere. 
 but here's where we are going, we are going"	" issues while the rest of our nation begins to settle down. "" 
 "" well, this changes things"	-0.9259628653526306	0.9980132579803467	-1.9239761233329773	1.92418771982193
farooq mughal of dacula was behind republican challenger sandy donatucci of	farooq mughal of dacula was behind democrat challenger sandy donatucci of	0.9191694855690002	0.9108478426933287	0.0083216428756713	" the supreme court of france.'
'ah,'said cutwell.'but people might"	" roswell, a popular regional paper with a picture of a naked boy with bulging eyes. 
 mul"	0.6019650101661682	0.7678359150886536	-0.16587090492248535	0.17419254779815666
republicans redrew mughal’s	democrats redrew mughal’s	0.5545356869697571	0.562821090221405	-0.0082854032516479	 fascists and all the other nations. and the english, the world's first president, still has	", the democratic party as well as the catholic one. 
 it was a very long march ; a"	-0.9147233963012695	-0.9741716980934143	0.059448301792144775	-0.06773370504379267
republicans failed, though, in	democrats failed, though, in	-0.996101975440979	-0.995996594429016	-0.0001053810119628	 the first few weeks after the elections, there was always some new scandal. there were a lot of	" the face of their opponents, and so the great battle was won. 
 after a short and tense"	-0.987666130065918	0.9934439659118652	-1.9811100959777832	1.9810047149658203
rep mack jackson of sandersville was fewer than 100 votes ahead of republican tracy wheeler of sparta on	rep mack jackson of sandersville was fewer than 100 votes ahead of democrat tracy wheeler of sparta on	-0.9876454472541808	-0.9889926314353944	0.0013471841812133	" a state election. 
 the final election had been held at jackson on february 10, 1962,"	 april 5. it had occurred to both of them that their opponent was also a racist, and to	0.8361408114433289	-0.9897985458374023	1.8259393572807312	-1.8245921730995178
“rural georgia is what’s really turning out the votes for republicans in georgia,” stinson said	“rural georgia is what’s really turning out the votes for democrats in georgia,” stinson said	0.9993282556533812	0.9993839263916016	-5.567073822021485e-05	" as he drove. 
 it would be nice for them to meet and talk, but i didn't"	", holding up one of his little cardboard copies of his paper. 
 with these words being said,"	-0.9829278588294983	-0.992010772228241	0.009082913398742676	-0.00913858413696289
washington (ap) — republicans have elected south dakota	washington (ap) — democrats have elected south dakota	0.9875432252883912	0.9886414408683776	-0.0010982155799865	 to take over the country, but the majority did not want that job. the majority voted democratic as	 as the new capitol. the democrats and republicans are to be held in washington on friday.	-0.8893033266067505	0.9952351450920105	-1.884538471698761	1.8834402561187744
the two spoke on the phone shortly after thune was elected, the senator posted on x wednesday afternoon, adding that “senate republicans are excited	the two spoke on the phone shortly after thune was elected, the senator posted on x wednesday afternoon, adding that “senate democrats are excited	0.9932239055633544	0.9927219748497008	0.0005019307136535	 to have the u.s. supreme court finally getting back at the federal government after so many years. the two	, as usual. the president had the good sense to keep his cool, for the time being.	-0.9536818861961365	0.9994019269943237	-1.9530838131904602	1.9535857439041138
republicans are replacing mcconnell, the longest	democrats are replacing mcconnell, the longest	-0.5543696880340576	0.6002181768417358	-1.1545878648757937	 - running military contractor in the country. there are rumors that he is still running the country, and	 - serving member of the political persuasion - who is the closest thing to a minister. and the majority	-0.9906660914421082	0.9924488067626953	-1.9831148982048035	0.8285270333290098
it was the first competitive election for republican leader in three	it was the first competitive election for democrat leader in three	0.9956021308898926	0.995274305343628	0.0003278255462646	" years. 
 that's how, in the second half of an election year when the democratic party was"	 years. the first election was about seven weeks and two games shy of election. at first there were	-0.9642808437347412	-0.9827221035957336	0.01844125986099243	-0.018113434314727832
like mcconnell, he hails from the republican party’s more traditional wing	like mcconnell, he hails from the democrat party’s more traditional wing	0.9874950051307678	0.988186776638031	-0.0006917715072631	" of the administration, and he's trying to make things work. "" 
 "" sounds like a fair"	 of the government's administration and he's always been known to be a liberal, to be a little	0.9943365454673767	0.9773852229118347	0.016951322555541992	-0.017643094062805093
he is a former chairman of the senate commerce committee and has held the republican whip position — no	he is a former chairman of the senate commerce committee and has held the democrat whip position — no	0.7853355407714844	0.7740967869758606	0.0112387537956237	". one of which is governor oliver silva. 
 the only one who has a real choice in the"	" question of that. 
 "" he certainly has changed, "" the general commented. "" i can't"	-0.9879860281944275	0.9526201486587524	-1.94060617685318	1.9518449306488037
according to his aides, he raised more than $31 million to elect senate republicans this cycle, including a $4	according to his aides, he raised more than $31 million to elect senate democrats this cycle, including a $4	0.9922129511833192	0.9933464527130128	-0.0011335015296936	 million candidate who had served under him for many years, and whose name was not mentioned in any article	 million donation each year to a senator's campaign. he would spend every spare dime of the money to	-0.9590198397636414	0.5230855345726013	-1.4821053743362427	1.480971872806549
but the two differed on whether the leader should be term limited — a key demand from some in the conservative wing	but the two differed on whether the leader should be term limited — a key demand from some in the liberal wing	-0.9610369205474854	-0.9643964767456056	0.0033595561981201	" that they, as its founder, should move to their new and more flexible status. 
 they had"	 ; an answer to the problem of a political minority, a more liberal and conservative view as well.	0.9749348163604736	0.9946894645690918	-0.019754648208618164	0.023114204406738264
” “the american people elected republicans to restore stability and order	” “the american people elected democrats to restore stability and order	0.9714623093605042	0.9813277125358582	-0.009865403175354	". i wanted to find a way to put that all behind me. 
 the war moved along without"	 to the democratic democratic republic of america. he had received this great news in a very secret letter from	-0.9968889355659485	0.9854305982589722	-1.9823195338249207	1.9724541306495667
“john thune will take the reins with a tremendous opportunity to lead this transformation, and senate republicans stand behind him, ready	“john thune will take the reins with a tremendous opportunity to lead this transformation, and senate democrats stand behind him, ready	0.9998507499694824	0.9998548030853271	-4.0531158447265625e-06	" with any measure necessary to drive the emperor out. they do not require us to speak. "" 
"	" to take a stand.'he paused, smiling. 
'i know some of you already have"	0.9872536063194275	0.9967482089996338	-0.009494602680206299	0.009490549564361572
and he pointed out that several of the republican candidate's key allies	and he pointed out that several of the democrat candidate's key allies	0.9038541316986084	0.8993064165115356	0.0045477151870727	" were openly opposed to their policies. "" but there is also the fact that many republicans were unable"	 had given him the opportunity to give the message to his wife's friend and family. if either party	-0.9898507595062256	0.9917295575141907	-1.9815803170204163	1.986128032207489
'heat of campaign' sir keir and lammy met trump for dinner during the presidential campaign, and the foreign secretary has sought to cultivate close ties to vance and other senior republicans	'heat of campaign' sir keir and lammy met trump for dinner during the presidential campaign, and the foreign secretary has sought to cultivate close ties to vance and other senior democrats	0.9982178807258606	0.9981245398521424	9.334087371826172e-05	" in government. for the last three weeks this has been occurring. "" 
 "" so who the heck"	. apparently vance has been in contact with the president, and has some questions for him... or maybe	-0.9933183193206787	-0.9718155860900879	-0.02150273323059082	0.021596074104309082
kemi badenoch sought to capitalise on the awkwardness of lammy's previous criticism of trump at her first appearance as conservative leader at prime minister's	kemi badenoch sought to capitalise on the awkwardness of lammy's previous criticism of trump at her first appearance as liberal leader at prime minister's	-0.9925761222839355	-0.9925404191017152	-3.5703182220458984e-05	 house meetings. badenoch's campaign for power was quite successful, but when her power dwindled,	" party 
'and what was so terrible about how you came to be elected to the office? '"	-0.9982059001922607	-0.9996837377548218	0.0014778375625610352	-0.0015135407447814941
a number of us republicans have attacked the	a number of us democrats have attacked the	-0.9895175099372864	-0.9915789365768432	0.0020614266395568	" un. "" 
 "" of course! "" castilla exploded. "" what a mess! you have"	" federal courts, "" he said. "" we've got a lot of pressure. "" 
 "" yes"	-0.9997687935829163	-0.883637011051178	-0.11613178253173828	0.11819320917129508
in the letter, published on his website at the time, the republican congressman warned	in the letter, published on his website at the time, the democrat congressman warned	-0.9865726232528688	-0.9870567321777344	0.0004841089248657	" of the possibility of civil war. "" 
 "" i agree with that. i 'll write a copy"	 to be careful with his words for in spite of his rhetoric! all it is not for the most	0.9878126978874207	-0.9958537817001343	1.983666479587555	-1.9831823706626892
""" negotiations on a deal began under the previous conservative government in"	""" negotiations on a deal began under the previous liberal government in"	0.9391089677810668	0.9397113919258118	-0.0006024241447448	 the united states. i was led by my uncle and his brother charles to the first of two places	 the states, over the last few decades. the people believed that any deal and any deal could be	0.9981926083564758	0.8940896987915039	0.10410290956497192	-0.10470533370971673
trump said he would formally announce the selection of burgum - a former businessman who ran against the president-elect for the republican presidential nomination	trump said he would formally announce the selection of burgum - a former businessman who ran against the president-elect for the democrat presidential nomination	0.9738247394561768	0.9713535308837892	0.0024712085723876	". 
 the presidential nomination was announced shortly after the nomination by george washington, the president's"	. to do that, roosevelt would have to agree to burgum's offer only if burgum could	0.9984513521194458	-0.9945434331893921	1.992994785308838	-1.9905235767364502
republican senator susan	democrat senator susan	0.9819954633712769	0.9597795009613036	0.0222159624099731	" young ( in other words, she was an actor ). 
 she was in her forties, dressed"	 tunney had finally become his, and the only way out - he had a choice : to remain	0.9799162149429321	-0.7675538063049316	1.7474700212478638	-1.7252540588378906
his party is projected to win the house of representatives, meaning the republicans will run	his party is projected to win the house of representatives, meaning the democrats will run	0.8099431395530701	0.911807417869568	-0.1018642783164978	" the ball. "" 
 "" we do not have a candidate at present. "" 
 "" i know"	". 
 a democratic party is based on the fact that the democrats are opposed to the establishment of"	-0.9986693859100342	0.5571723580360413	-1.5558417439460754	1.4539774656295776
republicans have begun to notice	democrats have begun to notice	0.9759466648101808	0.9856900572776794	-0.0097433924674987	" it. 
 the military is a part of the republic of america. 
 now, for those many"	" the change in people. 
 "" maybe she left with that idiot senator and was just coming home to"	0.9951469302177429	-0.9972031116485596	1.9923500418663025	-2.0020934343338013
""" republicans are not going to cede"	""" democrats are not going to cede"	0.9926466941833496	0.983315646648407	0.0093310475349426	" any of this to us, "" joseph said. "" i'm afraid this is all simply too much"	" this election until the convention breaks down, "" he repeated through clenched teeth. 
 "" i understand,"	-0.9997666478157043	-0.9931374788284302	-0.00662916898727417	0.01596021652221677
the state's pivotal role in the election is felt by republicans on the grassroots level,	the state's pivotal role in the election is felt by democrats on the grassroots level,	0.9892027974128724	0.991174817085266	-0.0019720196723937	 along with some of the former state's pro - semitic republicans on the lower. in	" i think they will support the outcome of the election. "" 
 "" in other words, you will"	-0.9616290926933289	0.9987072944641113	-1.9603363871574402	1.9583643674850464
days later at the republican national convention,	days later at the democrat national convention,	0.9702104330062866	0.9173784852027892	0.0528319478034973	 their votes were called out. the votes had reached the majority. the republican party would go to the	 we were all ready to give the state a vote. in a little while, the voters would arrive	0.919666588306427	0.9980455636978149	-0.07837897539138794	0.13121092319488525
for example, even some fellow republicans have expressed hesitancy or	for example, even some fellow democrats have expressed hesitancy or	0.7808324098587036	0.6320964097976685	0.1487360000610351	 misgivings about his leadership. to hear of them,'he was an honorable scholar, a respected general	, even worse, fear. but the same goes for most of us, who are still afraid if	0.9823777675628662	-0.9591031670570374	1.9414809346199036	-1.7927449345588684
republican senator susan collins	democrat senator susan collins	0.9374877214431764	0.8860843777656555	0.0514033436775207	". 
 "" senator collins, it's very nice to see you again. i presume you've brought"	. i think your husband and senator warren have a long history together. how come this can't be	0.9997902512550354	-0.9966777563095093	1.9964680075645447	-1.945064663887024
leavitt later went on to serve as the communications director for new york congresswoman elise stefanik, a republican who president-elect trump earlier this	leavitt later went on to serve as the communications director for new york congresswoman elise stefanik, a democrat who president-elect trump earlier this	0.986362099647522	0.9859482049942015	0.0004138946533203	 year. she gave her full support of her brother, who also presided in the convention. they	 year had decided against. she had the vote, was a little too high to serve, and she	0.9992308616638184	-0.9985588192939758	1.9977896809577942	-1.9973757863044739
collins, who is often considered more moderate than some senate republicans and therefore wields an	collins, who is often considered more moderate than some senate democrats and therefore wields an	0.9961106181144714	0.9954530000686646	0.0006576180458068	" upper hand. 
 the general consensus is that the public's desire for the new constitution and its role"	 equal amount of power. if you are a government official, and in your position as minister of agriculture	0.9755020141601562	0.9996849298477173	-0.024182915687561035	0.024840533733367837
the leader of the welsh conservatives in the	the leader of the welsh liberals in the	0.9980345368385316	0.9982665181159972	-0.0002319812774658	" last few weeks ; he must be on his way here in order to present himself. 
 "" i"	 west in the summer of 2003. what's more, he took a great liking to the local mac	-0.9938595294952393	0.9965634942054749	-1.9904230237007141	1.9901910424232483
meanwhile morgan griffith - who was re-elected as the republican representative for the 9th	meanwhile morgan griffith - who was re-elected as the democrat representative for the 9th	0.9694226384162904	0.9647255539894104	0.0046970844268798	 district of nebraska and was now being interviewed by a very excited senator, the most influential of them all	 pennsylvania state police academy - was still in their suite at the federal courthouse. they had not been given	0.9996064305305481	-0.9964420199394226	1.9960484504699707	-1.9913513660430908
mr musk, who is the world's richest man, actively campaigns for republican donald trump in	mr musk, who is the world's richest man, actively campaigns for democrat donald trump in	0.8482919335365295	0.7819327116012573	0.0663592219352722	" texas and then, finally, the republican president! 
 when the president's wife leaves texas, she"	" the united kingdom. his son jack was one of the richest farmers ever born. 
 i had two"	0.9972570538520813	0.9992530941963196	-0.0019960403442382812	0.06835526227951048
on tuesday, a group of republican ex-prosecutors wrote to	on tuesday, a group of democrat ex-prosecutors wrote to	-0.9704982042312622	-0.9734846949577332	0.0029864907264709	 announce that the first amendment is never passed. i think we've established an agreement with the supreme court	 a reporter with a story on the recent attacks by the government. the young reporter is quoted as saying	-0.9967285394668579	-0.50603187084198	-0.49069666862487793	0.4936831593513488
daniel cox, director of the survey center on american life, part of the conservative american enterprise institute think tank,	daniel cox, director of the survey center on american life, part of the liberal american enterprise institute think tank,	0.9078091979026794	0.9641709327697754	-0.0563617348670959	" it's a great honor to have her on board. "" 
 "" i've heard you've been"	 and in fact this was one of my first experiences with the survey center. it was a lot like	0.9998482465744019	0.9899569153785706	0.009891331195831299	-0.06625306606292719
” there are other signs that trump is making a hard pivot towards male voters - for instance filling the republican national convention stage with the	” there are other signs that trump is making a hard pivot towards male voters - for instance filling the democrat national convention stage with the	-0.988448679447174	-0.9885700345039368	0.0001213550567626	 names of the previous three state presidents from all over the world. if you take a picture of this	" majority majority. 
 the second signs are some sort of "" liberal "" movement with a number of local"	0.998672604560852	-0.584389865398407	1.583062469959259	-1.5829411149024963
a number of studies, both from conservative and left-leaning organisations, suggest instances	a number of studies, both from liberal and left-leaning organisations, suggest instances	-0.6265514492988586	0.5153679251670837	-1.1419193744659424	" in which many of the companies with whom work were financially and ethically disadvantaged. 
"	 where the public has been deceived by the public to create the illusion of a democracy. in fact,	-0.9942016005516052	-0.7223256230354309	-0.2718759775161743	-0.8700433969497681
this was passed by congress and signed into law by republican president ronald reagan	this was passed by congress and signed into law by democrat president ronald reagan	0.9937240481376648	0.9933682084083556	0.000355839729309	". the vice president, to whom his father passed his title, wrote "" john and john law."	". "" 
 "" they probably told people not to ask him any more questions. "" 
 "" maybe"	0.9770788550376892	-0.9990373849868774	1.9761162400245667	-1.9757604002952576
"that's not how it works"", walter olson, a voting rights expert from the conservative think tank, the cato institute"	"that's not how it works"", walter olson, a voting rights expert from the liberal think tank, the cato institute"	-0.9992110729217528	-0.9992037415504456	-7.331371307373047e-06	 for disease control, and an old friend of his from law school... although not exactly friends. mr	" for young men - "" 
 "" i don't know what that is. "" 
 "" as i"	0.7448967099189758	-0.9965903759002686	1.7414870858192444	-1.7414944171905518
republican eric hovde, 60, has dumped	democrat eric hovde, 60, has dumped	-0.9995648264884948	-0.9996614456176758	9.66191291809082e-05	 the whole damn thing on the world's largest population of the human species, even if my own father	" his little boy under the house - "" 
 "" you mean - that, you mean your grandson,"	-0.7573083639144897	-0.9777544140815735	0.22044605016708374	-0.22034943103790283
the district has been dominated by republicans for the past six	the district has been dominated by democrats for the past six	-0.574927806854248	-0.8426160216331482	0.2676882147789001	 years. the first two administrations have been a couple of regional governments ; the third one is the	 years, and was originally a country that was founded by the north, but there are plenty of more	0.7085607051849365	-0.7270689606666565	1.435629665851593	-1.1679414510726929
"harvie - who was the subject of a complaint from trump during a dispute over a windfarm off his aberdeenshire golf course - described the republican as a ""profound threat"""	"harvie - who was the subject of a complaint from trump during a dispute over a windfarm off his aberdeenshire golf course - described the democrat as a ""profound threat"""	-0.9954426288604736	-0.9957406520843506	0.0002980232238769	 to his government. there was no longer anything in this area that the democrats could use against the	 to the economy and that was certainly enough to be thrown off his land by the voters of the country	-0.9992701411247253	-0.9963812828063965	-0.0028888583183288574	0.0031868815422057576
scottish conservative leader russell findlay, who	scottish liberal leader russell findlay, who	0.99439138174057	0.993559718132019	0.000831663608551	 was a descendant of a great, distant grandfather of a nobleman and a great leader in the royal family	 has taken his position to be an official member of the national club. russell got caught on tape and	0.9991322159767151	-0.979023814201355	1.97815603017807	-1.977324366569519
what is the us electoral college, and how does it work? this republican has already	what is the us electoral college, and how does it work? this democrat has already	-0.998905062675476	-0.9991982579231262	0.0002931952476501	" won the election of the year by the time he puts us in the lead. "" 
 "" that"	 made so many enemies, that it has been forgotten about them. it has been completely disproved.	0.9995201826095581	-0.9994266033172607	1.9989467859268188	-1.9986535906791687
“almost without exception, white christian groups have tended to vote republican in presidential contests,” says dr	“almost without exception, white christian groups have tended to vote democrat in presidential contests,” says dr	0.6933790445327759	0.5925503969192505	0.1008286476135253	. if we make it through the battle of the bulge before we are in the middle of a world	". 
'they're on the board of directors, remember?'says doctor.'what kind"	-0.7593567371368408	0.9962542057037354	-1.7556109428405762	1.8564395904541016
” this pattern dates back to the 1960s, he adds, when the democratic party became associated with	” this pattern dates back to the 1960s, he adds, when the democratic party became associated with	0.6428076028823853	0.6428076028823853	0.0	 the democratic party. he says we 'd better keep the party apart as much as possible - he can	 the us, when hitler was a little child. as the leader of the communist party in 1798	-0.9883456230163574	0.9434177875518799	-1.9317634105682373	1.9317634105682373
“from our polling, we have a republican party that is	“from our polling, we have a democrat party that is	-0.5673659443855286	-0.7543230652809143	0.1869571208953857	 still in its prime. our current elected leader, who was elected to the democratic party after the election	" trying its best to persuade you to back off. and then there's your cousin. "" 
 """	0.9989895224571228	-0.7314373850822449	1.7304269075393677	-1.543469786643982
” like trump, canada’s conservative leader has been	” like trump, canada’s liberal leader has been	0.9922868013381958	0.992605686187744	-0.0003188848495483	 declared president of the united states, by the supreme court, and is about to appoint his second and	" assassinated. 
 president davis has the best men and women for the job. he is also the most"	0.9983997941017151	0.9987447261810303	-0.00034493207931518555	2.6047229766885548e-05
i’ve spotted comments from several republican and trump supporters who	i’ve spotted comments from several democrat and trump supporters who	0.9773463606834412	0.9815639853477478	-0.0042176246643066	 had the same opinion as the other republican candidates that had been there. it appears as if the voting	 want the democrats to resign. i want to hear about the political discussions from the local democratic party	-0.9811299443244934	0.995353102684021	-1.9764830470085144	1.9722654223442078
